stemmed_word,sentiment_score
man,-1.1217424325009921
your,1.5785362279890762
still,-0.6760957222501149
end,-1.6832373098632596
over,1.5971292290974395
off,1.02637573605652
these,1.1675858066472324
say,0.6287060210939139
scene,-0.6413074807509518
whi,0.7381589620203433
while,1.1900681804137565
such,0.07516248697346439
go,0.31157135513267065
someth,1.1766508353504381
should,1.8871283308838427
through,1.9328307700728788
back,0.33278064753218395
i'm,-0.011005976430458198
those,-1.780612172293325
real,1.6949896149144323
though,0.4382573359195874
now,-0.48519302454077584
doesn't,-1.7940849950000426
thing,-0.45305861479785037
year,-1.306822719716617
actor,1.4734764146533892
director,0.28322479032003844
anoth,0.24912241168925986
didn't,1.9426018164424028
befor,-1.0317789139539983
noth,1.5640493999264362
new,-1.124970275719539
funni,-1.0494498240304013
actual,0.0025903733213139546
work,-1.13629759624417
find,-1.7292993470976001
look,-1.6965466875653443
old,-0.3559023973384292
few,1.5405196317173107
same,-1.253925958400583
again,-1.8368994337809443
lot,0.01088156036991661
part,0.7289545745932378
everi,-1.9336486842885754
cast,1.7367650789864957
us,-1.0940168992082482
world,0.9553571052343148
quit,-0.4533315222811658
want,-1.477158493039202
pretti,1.3173164736133733
young,-0.4186330805902019
seem,1.9873971371257597
around,-1.5461059150376437
got,1.6987744731142511
down,-1.9045199617815456
howev,-0.9682334891393776
can't,0.6399361841367162
fact,-0.8798506817980423
horror,-1.9472076704751098
take,0.37436981421619464
enough,-1.0325908363981933
both,-1.6275889287764032
may,0.396659493468666
give,1.3224776311509165
origin,-1.7497536755754282
between,-0.855126312799829
big,-0.6031617015493564
own,1.0641035980771858
i'v,1.5884410398103084
thought,-0.37727239799147894
seri,-0.8368414300966904
without,0.6772504691749219
right,0.5735364344554017
long,0.09705391078467196
alway,-1.6847445059501904
action,1.0220042358683674
comedi,-0.730343946035966
isn't,-1.9797536646151253
famili,-1.500876765098146
come,0.09365943514183916
point,-1.243049589819007
role,1.3985895627096459
saw,1.634619606563077
interest,-0.7692836420882059
almost,-1.0510036500127997
least,-0.6984012073629291
whole,1.7596834920908853
must,1.588164498282195
bit,-0.048583824294550215
music,-0.36493485473788834
script,0.15076851436388594
done,-1.62530092868763
guy,-1.9513821012407346
anyth,-0.9391905292730982
minut,1.339153618321724
last,-0.21078897498959748
sinc,-0.4276091013329584
might,1.5681862207084531
perform,0.0038137558123891857
far,1.1792452141665937
feel,0.5262408803700822
probabl,0.7009242563555076
am,-0.0299292247245444
woman,-1.6547709266642592
kind,-0.23519559114827038
girl,0.7389246902155171
away,-0.8221501439531123
yet,0.5818891836286713
rather,-1.2915572823718042
worst,1.7618343374116572
sure,0.757859876549063
fun,1.659457560881794
anyon,-0.3266510160117462
each,1.7132742503509015
play,1.4073758319973102
tv,1.0585439771398946
found,-1.6571059090072762
day,0.5102323203362538
although,-0.45960908559229896
especi,1.1758413836316879
our,-1.3318328746473895
cours,-1.9572291154391674
believ,-1.362546111715436
tri,0.20633825115083093
goe,0.28024468035745986
hard,1.4398558809652555
differ,-0.27779588963344404
place,0.341245055800917
book,0.8519368988819647
put,1.246388949861848
mayb,0.7880629639810719
money,0.8716302654355363
someon,1.5841134612999723
reason,-0.38834341733176236
let,-1.945017783954619
everyth,1.9719357956324197
wasn't,1.6529622102258852
sens,1.6612687705572098
onc,0.0060651787487984166
screen,-1.3953521672470939
dvd,1.861794538402485
true,1.1831706777444042
set,-0.14361936218598448
worth,-1.9747615670787861
job,-0.25002325011064475
main,1.633764971219775
everyon,0.5726304122360686
togeth,1.7328472109660202
three,-1.457204168332996
john,1.871017293492486
later,1.9929457755900328
said,1.290402242638633
instead,-1.4917579493924609
audienc,1.2718680964762488
beauti,1.0259107153616496
effect,1.4401995187848682
himself,-1.7932731153255692
version,1.0055003441161827
dure,0.16254048644042607
left,0.5497196059928262
night,0.2293486782920322
hous,-0.12140430667350488
wife,-0.7081741082350161
special,1.2391369370013203
excel,-1.4948805836945849
father,-1.3077832355014563
american,-1.9509890347156968
idea,-0.8452250529172005
els,-1.694904054244537
nice,-1.1665276711637236
shot,-0.6900105912883414
simpli,-0.3641882223429205
read,0.710948587099749
you'r,0.8193175772185013
black,1.1884132924470632
high,-1.8625478831325557
less,0.6407895068709251
war,1.594634026241355
star,1.9092316319660148
complet,-0.5117891011224005
help,1.8160307596821963
fan,-1.7572005234235446
poor,-1.0476846305924772
death,1.1559406396831733
second,1.5921221957999476
men,0.9266400770240879
hollywood,1.6776720273102512
either,-1.535709437972335
mind,-0.7554562455112177
use,0.12343626685748754
given,1.5103931765657879
home,-0.1867501940232552
kid,-0.3871574672647089
women,0.00576298856621138
enjoy,-0.29534136835272706
classic,-0.03245745938124989
bore,0.676320067449133
short,1.9949696418719136
wrong,-0.3181780297289558
need,1.209498788585392
rest,-1.1075158358761477
friend,-1.595509295508839
until,-0.2275923900166088
along,0.63477452647578
dead,0.6326819648575981
truli,-1.7177250103982806
half,0.5696771128252625
product,-0.8946922841177525
line,1.95462621965605
tell,1.9180449483715436
coupl,1.355225340092542
rememb,0.7081512595280408
next,0.5731528737694127
start,-1.3035626586636626
stupid,-0.35589923583949634
perhap,1.7658592351061007
came,-0.455589448796903
recommend,1.5382848256550692
moment,1.7255188770838137
aw,-0.021654995189416937
wonder,0.7211450671937958
episod,-1.3587638419377246
mean,0.12968134213321658
understand,-1.624447583115268
terribl,0.6476978316208064
full,1.2081239500929284
camera,-0.9786545049470234
video,1.1710324542912511
keep,0.3176293764328859
sex,-0.5421606082414261
earli,0.9402841752155431
often,1.2139237215393943
small,-1.8400679577770576
definit,1.6149199048545504
person,-0.1459041660592777
school,-0.2129455381428964
face,-1.3425913905755262
perfect,1.8980747589600644
name,-0.12287088751903452
itself,-0.6367858389879286
becom,-1.9270696692945535
human,-1.9417639993141007
ye,0.7967727919255054
final,1.8841968094547532
dialogu,-0.506168219469179
lost,-1.686954246406962
felt,0.02100948979142858
case,-0.42881611074591985
piec,0.175262027370664
top,1.405740151429899
suppos,1.3937239861192805
children,0.8070359411157719
couldn't,-1.6348532928554658
titl,0.2216950136884286
absolut,0.9215733477423824
head,0.9921803534078255
budget,0.4156026690972192
mother,-1.4581221353583076
live,-1.7854608339166766
written,-0.8271569132077419
boy,0.3896524086812332
pictur,0.2730017794058841
against,1.00949811775072
cinema,0.879987210509785
went,1.1584725711782156
wors,-1.6351755878052385
certainli,-0.02231878118967412
entir,-1.4176917475773805
sort,1.491880496965445
style,0.4065429432933456
wast,-1.7899633356837574
problem,1.462028503575921
mr,1.8264584843338318
hope,-1.9368511631158722
entertain,-0.291864835709712
overal,1.3042230019538725
killer,-0.16304048961216777
evil,-1.1214480342603812
sever,1.6386178646743694
oh,1.4453205333513477
begin,0.21146727814751287
white,0.37423908107591286
care,0.5975152809464896
direct,0.5751363017943794
exampl,-1.6428419018977083
alreadi,1.0135127410357665
base,-1.5032889041242146
drama,-1.266231214386262
despit,1.1085876637097472
dark,-1.1981019378863889
throughout,1.625417540378944
unfortun,0.4767437590795365
i'd,-1.9545854209303237
histori,-0.9270292273437684
amaz,1.5291243801815324
turn,-0.7080621461930132
fine,1.0461636905176945
laugh,0.6937297332996692
michael,1.509956966925952
son,-0.26391610916496466
humor,-0.5066522885243896
guess,-1.496794831999706
total,0.3612342072590482
lead,-1.9321275535702522
sound,-1.5224759546472129
write,-0.5782532771018745
you'll,-1.8273603521976955
low,-1.2426091054805655
call,-1.4629005963908979
under,-0.030691399261152608
past,1.757850277293738
viewer,0.5108322122856714
qualiti,0.0006650132091210459
child,-0.8882197351783474
behind,0.33725724769240095
game,-0.8308209365527368
they'r,-0.8433269329631838
today,0.8347068798620279
abl,-0.17737298885714825
town,1.6132844210770179
favorit,1.6508986156999188
kill,0.6478757791754743
flick,0.9256877894457314
gave,-1.6890614521400606
actress,-0.7682802336352363
sometim,-1.6631479552916066
eye,0.23925258530296434
etc,0.14438546537648156
side,1.7952010031852041
horribl,1.14478841187653
genr,-0.9120055786225758
soon,1.6437087379753699
won't,1.290148971692676
car,1.8199701424726857
brilliant,-0.5148708074267261
art,-1.3210931092324913
heart,-1.7734977704897679
themselv,1.4642555580016334
expect,0.09521359282871789
stuff,-1.028541397874935
citi,0.8375552872975449
obvious,1.7429021935151945
late,1.4964521592223852
myself,1.3684756925428347
blood,-1.1953288635931534
decent,1.2524810904856776
run,1.4048276561950748
s,-1.7744980133962915
highli,1.4588895050202129
god,1.6670240124749869
except,1.5569708475469026
close,0.9671333235588131
fight,0.12120853299663326
hand,0.1563350656130842
anyway,0.764223250957047
daughter,-0.619231166023158
heard,0.4246985378035202
leav,-1.4845205301062192
matter,-1.3309268887077397
took,0.4725129618315833
cannot,-0.567349127868638
polic,0.48025123341862486
happen,-0.348355241643147
brother,0.27178092221051786
hour,-1.6729638722045124
violenc,0.08065400444797355
strong,0.20762735509794217
particularli,0.24375188614154508
jame,-1.1059313730704279
extrem,-1.981845510444833
involv,1.1644870813492378
chanc,-1.7470842870972136
writer,1.3208794582679664
obviou,0.48123820541385864
experi,1.1585450105896116
wouldn't,-1.148143353964357
lack,1.0497878346994738
includ,0.1801076755877533
told,-0.5976497647736121
alon,0.6491868720934648
attempt,-0.1029799160921856
murder,0.22455823898717586
pleas,-0.19751580827889725
age,-0.9609583114286462
ago,1.4494548349869807
voic,0.12323171236166486
group,1.6312391875980419
score,-0.6051887566280865
david,0.3689468438309409
save,0.9422327930716681
none,-0.029527624028521604
ok,0.6077562086304202
crap,-1.176250573992239
type,-0.26509174941593505
simpl,-1.484481112357403
slow,-0.4974473356467146
possibl,0.5950615446375438
number,-1.490117843414159
serious,0.4240600099177727
hell,-1.6806442745983992
gore,-0.4761551764489833
exactli,1.5871536396240473
shown,-0.10415343894851059
king,0.7792829194868829
hero,-0.31508106525801605
annoy,-0.5648085713705897
song,-1.3572745069617773
husband,1.3366564328337653
sad,-0.8145695459468465
whose,-1.2919580628930127
career,0.0056766290897636296
yourself,-1.5174565155975968
cinematographi,-0.1568849278690969
taken,-1.17466512637683
usual,-1.1626027066531588
seriou,-1.8427514406356043
i'll,1.1976415956361706
stop,0.6637886643218569
scari,1.4809666329880073
releas,-1.2339147117994074
across,-1.755688160580545
hilari,-0.6111462251118289
realiti,1.2204768350186597
relationship,-1.8071518445577759
ridicul,-1.3941204389585669
known,0.9798211180008987
hit,0.4905221343946322
open,-0.9412124686488004
somewhat,-0.14986113546740842
opinion,1.8506085609097096
joke,-1.7360763875351473
novel,-0.8637270105103307
cool,-1.1463801544857564
chang,0.07495653046900586
robert,-0.18890644858784045
wish,1.0593840714449887
bodi,0.3628666363626074
order,-1.4126073237062955
english,-1.2938222611478074
huge,1.4895782534192596
cut,0.8558105300263592
mostli,1.5621091229595798
femal,-1.7522139256840483
talk,0.8231428144307373
strang,-1.728407894080695
major,0.24518581151708752
view,0.042281634914014266
power,-1.3430639819349106
happi,-0.8759820043651456
documentari,-0.501807026481675
appar,-0.3880792849393542
rate,1.9317875182188033
disappoint,1.0007694935571871
level,0.9937993897233657
talent,1.1351671379415889
countri,-0.4095504857885177
jack,-1.5513409860858185
due,0.8099884672956472
event,-1.3514722188993193
room,0.5667815484778149
import,1.217794709532937
basic,1.8914264188413714
clearli,-0.8596193252246116
knew,1.5870616985057007
support,-0.7998780776180134
attent,0.3488397445622953
televis,0.2998676545598986
futur,-0.854808246653628
paul,1.2927501800270735
easili,1.8778817331014754
aren't,1.2682882837971197
silli,0.0589687750271195
british,-1.0994934914256849
word,-1.208556761652281
earth,1.3448987302865114
local,-0.34840639987708366
singl,-0.36873276688136203
light,0.6446170788763719
four,-1.4809654935814578
cheap,-0.12499575826234377
sequenc,-1.4462531540004604
bring,0.5252302123679549
thriller,0.8265194795148383
beyond,-0.8454777870389769
georg,-1.6199880315064004
miss,1.3074342438910125
modern,0.1568100254093845
whether,0.13035773020634345
b,-1.7927058527102924
predict,0.6448914628442894
fall,-1.3295231348467293
five,-0.0057563169456384955
similar,-1.7097008078211569
review,0.34947947430230775
richard,-1.6343120327314473
upon,1.0409114395587462
ladi,-1.7960187671353585
appear,-0.44816027209948706
romant,-0.7844497281167127
comic,-0.5474851580414564
mysteri,1.118963087150075
rock,0.7310276989340796
messag,-0.5730549244315686
anim,-0.40635335273940143
within,-1.73401493053289
theater,0.704710248301736
sequel,-0.7809956184554667
bunch,0.9335061173626844
mention,1.6368085448259482
herself,1.1810692474395608
nearli,-1.345376228537182
theme,-0.545489004915372
lee,-1.9785905165432456
abov,0.0922616990764773
dull,-1.5761011625659753
add,1.5368258533936312
york,1.9663327714472771
move,-1.3082761342146596
storylin,-0.861208124449778
ten,1.561257824854605
surpris,0.32879498637645543
haven't,0.9904375207050045
team,1.3955484715437185
middl,0.9843110417162673
fantast,1.0886100192298587
sister,-0.2802756904394075
effort,-1.0999391069144977
among,-1.442911709346451
element,1.8220330167200331
easi,0.6916945226388482
stay,0.19947425110482087
tom,1.5755703322038306
comment,0.4407065565673314
avoid,-1.9520420857490737
typic,1.2597589141621568
clear,1.3402064005020802
hate,-1.4003743574115814
peter,0.847671348626557
sorri,-0.6316730051363701
french,-1.238427855909102
dialog,0.3755249488578887
edit,-0.3620148866177928
tale,1.576377210133003
certain,-0.41085083775853093
season,-1.9812829774377878
soundtrack,-0.5551090590628549
buy,1.3443156031811236
gener,0.41705532293284886
near,-1.615395080118411
famou,0.1708977733903847
check,-1.4048468646033885
parent,-0.2599602159754424
red,-1.620291056115823
somehow,1.6338022453345133
materi,-1.7592992640512812
oscar,0.8045583776698946
period,1.5347549512988565
form,-1.1578118892570415
straight,-1.3365839370860542
weak,-0.15868379742893968
doubt,0.6454949455014445
class,-1.5401600704212726
gone,0.26053273435683577
kept,0.786603295507569
greatest,1.6899975247091827
figur,0.6148244192068426
featur,1.4541900900581806
disney,0.508447547361651
realist,1.3809303671383635
brought,1.7374680590760594
imagin,1.9717748720399548
hear,1.5725182403777467
atmospher,-1.9682219364679363
fast,0.551504428392668
particular,1.246126162124567
suspens,-1.6590464193307684
lame,0.5593740251115866
whatev,-1.133003932713724
america,0.045562852999050385
follow,1.9646915819384656
inde,-0.6592110334163963
die,1.8055878250436717
crime,0.7757983620406272
learn,1.5942424186993573
eventu,-0.3069102303914053
wait,-1.7718252732335578
forget,-0.4898092476538096
deal,-1.8708530904027922
zombi,-0.24406334441261945
danc,-0.16947250181929974
space,-0.9823609620721787
okay,-0.1902419354692264
premis,1.7896390906315185
natur,-0.5020852021964557
you'v,-0.5504244035334676
third,-0.11499713350588747
decid,-1.114262264060983
subject,-1.7161884432379364
de,1.0354725376717986
japanes,1.8442812698778206
dr,-1.4053490889875482
becam,-0.3415035050919051
truth,-0.02338710560761692
imdb,-1.4116237944125505
sexual,1.8181108786263738
averag,-1.6153531854763123
stand,1.9550814396636524
difficult,0.9998418815967112
screenplay,1.1134876181819648
romanc,-0.626516253110021
t,-1.1794414380719713
sit,-1.8466037962983708
poorli,-1.8538013286076205
rent,0.24646463916581984
joe,-0.3905346279223929
nor,-1.7371654422865905
question,1.3212887659225432
stage,-1.3155900863463925
note,1.9683687481152803
unless,1.4471424840540692
babi,-1.863480240063807
superb,-0.5067627348809882
societi,0.2395724061437976
otherwis,-0.3650633156076144
shame,-1.0537138908568555
meet,0.7029870413887083
street,1.044486148172632
situat,-0.9356377098080677
memor,1.6984830667824138
dog,1.6009597908260003
credit,-1.4131169119684466
earlier,-1.9211578489825434
forc,0.8398948696726429
weird,1.9733199606939258
older,0.6109844314074988
realiz,0.26703387791818045
emot,-0.32570483777590065
jane,0.3209352937413197
footag,-1.3412602413556263
ask,1.916419752060618
badli,1.585343274084479
dramat,0.6805636462035602
whom,-1.8938711845047211
hot,0.5361935057454601
mess,-1.7002239492060127
develop,-0.03844776717358389
crazi,0.6991857184062238
quickli,-0.4812303673309324
male,-1.7908835869249615
mark,0.11348102787568104
toward,1.5804709628261455
creepi,0.3423047671517394
free,0.5616244676786963
monster,-0.8563728430433595
perfectli,-0.8221369618323293
result,1.0988599120447646
plu,-1.4395472969341898
previou,1.4738719035916512
uniqu,-1.5229993292741337
plenti,1.7470957980920074
cheesi,0.0809230934343419
incred,-0.12029826182316405
bill,-0.047640010601086136
fantasi,-0.800282410107735
return,1.8459692982964486
dream,-0.8425903591110151
apart,0.12532317069270293
deep,0.1009715063906036
admit,-0.6556864490310477
background,-1.6223244093580762
christma,0.21671201006317364
doctor,1.8629339125995323
hardli,-1.956016685366078
meant,-1.452457479724771
ben,-0.9864449988551018
potenti,-0.9473811682298963
busi,1.2401336263905773
masterpiec,1.1326457236947887
fail,-0.7245927642536705
battl,-1.1312405166964057
creat,-1.1804749033971498
variou,-1.8121361328997798
forward,0.18101378504788146
fire,-1.7739372368129707
insid,-0.09582941222423891
outsid,-0.22474508801423676
portray,0.18330654364322996
girlfriend,-1.0003931134524406
twist,-0.9542631267824304
william,-1.2742466092174922
nuditi,0.26561856118758875
villain,1.7393458806442044
dumb,-1.4998980043204257
polit,0.11939923666695629
deserv,1.3717819298247886
match,1.613631023451172
secret,-0.7866030560761046
air,-0.6976489428989789
fairli,-0.014535011195054626
present,-0.8908890901293458
gay,-1.6092093162493768
unlik,1.729067535683889
marri,-1.4962374358099977
manag,0.7739235054295137
break,-0.8969297269945722
scott,-0.014157156306457974
success,-0.7396655261677911
western,-0.8490566492459304
spoiler,0.6013027453877475
remak,0.34966065517066713
pay,-0.8504155560197786
box,1.3152890284215273
recent,1.7709270965405026
rich,-1.6651034675643603
front,0.09383233545959735
cute,0.8740592113964549
further,0.8624367751245527
cop,1.9145130249282345
sadli,0.16760378951343258
era,-1.065683667512535
copi,-0.6454412212541265
agre,0.5149809033122841
sci-fi,1.3967826062612771
filmmak,-0.7283632611254154
public,-0.540180695556618
crew,1.8584085280717035
pure,1.1672433219879474
plain,-1.5560393435621354
odd,-1.9295899051946201
caught,-1.8642160856568046
flat,-0.4506210734569005
social,-0.9497461729659116
pace,0.5705586826601059
consid,0.5788799095272705
member,0.6035094761887767
mari,1.101543427246508
larg,-1.9087211662583843
list,1.8550705997692356
sweet,-1.4696712792752833
reveng,-1.5177324568908848
popular,0.5435979110330411
hold,-1.517766334385239
slightli,0.8990670861150458
offic,0.14210353078239812
compar,1.1028695816450194
neither,0.15796516950134887
wrote,0.6784773081446054
escap,-1.8305522721888718
suddenli,1.5439109929447485
e,0.46345275272921826
parti,1.6030151016087109
spirit,1.6887134404651714
tension,0.4437861028106127
convinc,-0.35800514521048266
fear,0.05923826418373812
spent,1.7562707940515847
caus,0.40979776786635114
island,1.2178750098493465
cartoon,-0.05562747020788361
intellig,1.0113018796226911
clever,-0.7362777243231915
we'r,1.9363338767971805
choic,-1.695043128105742
water,1.0460292387060948
familiar,0.8055799952961085
toni,-1.3275276096090995
gun,1.6446783380600847
visual,0.2812817017920093
ultim,-1.3950126850602618
band,-0.23488363725811778
troubl,0.32553958134604466
la,-0.02806915816764377
cat,-0.6167756063583001
concept,-0.8502176104376598
valu,1.6109692513865417
biggest,-0.32967689686028656
posit,-0.634419428972997
sing,-0.40707878341287573
excit,1.7887908109837554
compani,1.7606692762615084
state,0.35551198856121724
languag,-0.4273182617429434
scienc,-0.010544319133129143
cover,0.8249510339424995
spend,-1.43870192722594
violent,1.2359109984548344
cold,1.0858154125515176
appreci,0.1687317547975109
produc,0.3960441768542702
speak,-0.27788264615116987
pointless,0.7377961938527884
former,1.9796312905857412
studio,-0.024743838172285315
amus,0.23020517278805697
adult,-0.48986718776662475
common,-0.0051526092624682995
fill,1.8479301069293195
planet,-1.2043327450511012
younger,1.7225746414107044
store,1.9882539778386876
walk,-0.04440867283019445
focu,-1.6340526504089805
solid,1.4670024336623801
bizarr,-0.9756850424448382
italian,0.9942971370904892
impress,-1.3870576747922234
imposs,-1.5130404589586668
german,-0.2174929233858256
amount,0.0513596724281169
tone,-0.20210795918531632
centuri,0.5355578473297675
adventur,-1.4960267089628894
conclus,-0.8482817237284443
weren't,0.8936804547543398
fit,-1.1106845659572961
van,0.4566738696506607
depth,-1.3020060544081793
chemistri,-0.077653690693408
prison,0.852157101034527
project,-1.5649145799385997
jim,-0.0012629787340752152
respect,-1.6587818372785015
awesom,-0.047750160346112125
control,-0.9139336890677145
accent,-0.7070128642239717
hair,0.09262425257644669
win,-0.37715764536667384
won,1.4691768038392095
smith,1.3497504912868536
colleg,0.7289055068239643
trip,-1.803800446920449
disturb,1.85438417072689
somewher,-1.3655795788277052
mad,0.13220848651307948
dad,-1.3025731693965135
longer,0.9740330251664311
steve,-1.3569604158067672
bare,1.3462595542909224
asid,0.8279878545216728
honest,-1.9744565131326657
slasher,0.8317913068047562
sick,0.591348154432906
ghost,-1.7341064618374626
shoot,-0.013732996342569415
trash,0.4412311261603836
imag,-1.1392140778420172
thank,1.9471597822803317
charm,-0.0757312366101055
pathet,1.9004460519344843
liter,-0.49487375829815283
west,-0.5505424666581056
cultur,-0.013998446822956367
fake,1.4202729216118843
surprisingli,0.7515428892032534
touch,-0.5435828202180879
magic,0.49325773503622994
yeah,-1.7305975941249132
aliv,0.28519007564777255
immedi,0.9250023573895003
stewart,1.7742212649215192
harri,1.1833306358017661
south,1.486147224609505
frank,-1.2604540122318855
garbag,1.1035210985412665
utterli,-1.4796550394774721
camp,0.40349956838104495
bought,-1.901652334164794
honestli,-1.911505793884011
adapt,1.058196015488969
sam,-1.7929645878759484
london,0.17960953084243814
aspect,-0.24553832324163816
abil,0.18583416691249743
detect,1.8176780854532781
nobodi,1.471644526957045
glad,-1.5802852257555706
explain,-0.049501248777660045
fair,-1.5250712292983915
comput,1.992499407192967
geniu,-1.6704758175366292
cult,0.9328192198119063
attack,1.2357092288711655
master,-0.7856646802585003
stick,0.652360466592028
normal,-0.19681887994736247
u,0.5541037906563422
armi,-1.146613701759494
appeal,1.1112485737756694
tough,1.4678922722962922
remain,-1.840309869744995
humour,-1.3682264492874894
militari,1.3695406985340512
nowher,-0.18912015803692794
journey,-1.2440747236885934
ad,-1.3039582079355032
charli,1.3834282698616072
rare,0.05038719331668151
c,1.106387411166967
purpos,-0.5454356734120323
unbeliev,0.36137295171998707
week,-1.1284297829800396
catch,1.4999132793477856
tast,0.8785062980645653
term,-1.3148694548313946
chase,-1.5026166342765186
channel,0.8970811980120321
sexi,0.9701486498218617
batman,1.7989813921590745
terrif,-1.8424393484412533
silent,-1.4232421443753878
fiction,1.9992717766336612
kelli,-1.957330357218916
wow,1.0216228511675758
standard,1.2522014483111383
equal,-1.6182963174296932
nake,-1.847962665178152
mood,1.195087316458514
subtl,-0.7628121623166737
mistak,-0.0919754945690836
complex,-1.8796360530888294
laughabl,-0.4197866485728161
pick,1.2016000851353148
road,0.2272485725629605
chri,-0.07797221096868423
narr,-0.8724777464760938
wild,0.6768656905903767
brain,-1.5796822177735845
costum,0.15615961563225023
thu,0.2385947339476564
plan,1.212047526105282
issu,-0.761829733732835
excus,0.7005297184128736
club,-0.5368270596123641
outstand,-0.597492275163277
soldier,-1.6380711138482686
pain,-0.8618967316849391
date,-0.2183057785414273
justic,0.2701633930462326
constantli,1.2023467964363315
christoph,-0.6779905989215962
govern,-0.3586120552593197
fulli,-1.581728638662399
self,0.5457209981745468
edg,-0.4511807285115288
law,0.4648777313650445
boss,1.1200041441962347
victim,1.0698569726524298
cinemat,0.3927856565252976
contain,1.55397174622802
door,1.1164103455831471
central,0.8923101720524884
detail,0.8865185440187999
innoc,1.9051725978434209
presenc,0.1959305960994775
climax,0.2808412242928915
everybodi,1.7479935616282383
slowli,-0.19072686192679944
marriag,-1.85095962760886
besid,0.7074891033103059
pass,0.9914288756758425
ride,1.3871400074789815
manner,-1.5675453697623665
charl,1.6939990423012077
histor,-0.9333448680097831
stun,-1.5443771376947666
finish,1.9284456211799195
vampir,1.794440679163773
d,0.6348311020035045
photographi,-0.007217134187444074
you'd,0.8768071130890553
henri,1.2772750493878586
gang,1.8132986425247335
thrown,-1.2018301962834195
bottom,-1.8667517484348535
hey,-0.14950817304273478
allen,1.2382018653195344
pari,-0.2980266622076986
wood,-1.3909974345196061
minor,-1.6903591850024329
maker,-0.9380143702837107
soul,1.7479534542707444
festiv,-0.04723209697204345
critic,-0.41487792704251536
loud,1.6675947864731389
indian,-0.6870675772866424
sceneri,1.2395263428228431
train,-0.323533661940679
bother,-1.9534204019876151
cri,-0.11589102827090247
church,-1.6705880386529675
color,-1.806803031385261
sent,0.9324520896611239
heavi,-1.4825630869134008
bruce,-1.2812675645190321
opportun,-1.3213939809403459
award,1.0841771917559262
hotel,0.4887905851205323
brief,-1.7552177227204493
mainli,1.4829996050900456
ahead,-0.21877897998933804
fascin,-0.25459470414724317
forev,-0.5630665224009372
blue,-1.3523079734711452
avail,0.11885833204792373
intend,0.15979290888553743
twice,1.0938925027464026
build,-1.9039798206204446
throw,1.6315951751184774
track,0.5303515966299361
compel,-1.9179099531499388
serial,-1.0758607991129456
drawn,-0.27644990535277625
hurt,-0.2067961448631097
don,-1.8571651611673126
green,1.8718312304222855
student,1.049140539106463
smart,-1.1653258790471388
jerri,0.4033267863735137
